wordStem,wordFunction,value,pos
Verbesserung,VAL,0.4,NOUN
Unfähigkeit,VAL,-0.4,NOUN
Untätigkeit,VAL,-0.4,NOUN
unzureichend,VAL,-0.4,ADV
unfähig,VAL,-0.4,ADV
handlungsunfähig,VAL,-0.4,ADV
inkompetent,VAL,-0.4,ADV
rücksichtslos,VAL,-0.4,ADV
Unannehmlichkeit,VAL,-0.4,NOUN
unangenehm,VAL,-0.4,ADV
Zunahme,VAL,0.2,NOUN
erhöhen,VAL,0.2,VERB
unentschlossen,VAL,-0.4,ADV
unverwüstlich,VAL,0.4,ADV
Gleichgültigkeit,VAL,-0.4,NOUN
gleichgültig,VAL,-0.4,ADV
entrüsten,VAL,-0.4,VERB
Empörung,VAL,-0.4,NOUN
indoktrinieren,VAL,-0.4,VERB
indoktriniert,VAL,-0.4,VERB
unwirksam,VAL,-0.4,ADV
vernarren,VAL,0.4,VERB
infizieren,VAL,-0.4,VERB
minderwertig,VAL,-0.4,ADV
entzünden,VAL,-0.4,VERB
einflussreich,VAL,0.4,ADV
Verletzung,VAL,-0.4,NOUN
hemmen,VAL,-0.2,VERB
Ungerechtigkeit,VAL,-0.4,NOUN
erneuern,VAL,0.2,VERB
innoviert,VAL,0.2,ADV
Neuerung,VAL,0.2,NOUN
innovativ,VAL,0.4,ADV
Inquisition,VAL,-0.4,NOUN
wahnsinnig,VAL,-0.4,ADV
Unzurechnungsfähigkeit,VAL,-0.4,NOUN
unsicher,VAL,-0.4,ADV
unsensibel,VAL,-0.4,ADV
unempfindlich,VAL,-0.4,ADV
unbedeutend,VAL,-0.4,ADV
fade,VAL,-0.4,ADV
inspirieren,VAL,0.4,ADV
Unversehrtheit,VAL,0.4,NOUN
Integrität,VAL,0.4,NOUN
intelligent,VAL,0.4,ADV
intensiv,VAL,0.2,ADV
Interesse,VAL,0.2,NOUN
interessieren,VAL,0.4,ADV
interessant,VAL,0.4,ADV
befragen,VAL,-0.4,VERB
unterbrechen,VAL,-0.4,VERB
einschüchtern,VAL,-0.4,VERB
eingeschüchtert,VAL,-0.4,VERB
Einschüchtern,VAL,-0.4,NOUN
Einschüchterung,VAL,-0.4,NOUN
verwickeln,VAL,0.4,VERB
Intrige,VAL,0.2,NOUN
unbesiegbar,VAL,0.4,ADV
einladen,VAL,0.2,VERB
unverwundbar,VAL,0.4,ADV
ironisch,VAL,-0.2,ADV
Ironie,VAL,-0.2,NOUN
irrational,VAL,-0.2,ADV
unwiderstehlich,VAL,0.4,ADV
Verantwortungslos,VAL,0.4,PROPN
unumkehrbar,VAL,-0.2,ADV
reizen,VAL,-0.6,VERB
isolieren,VAL,-0.2,VERB
juckend,VAL,-0.4,ADV
Esel,VAL,-0.8,NOUN
einsperren,VAL,-0.4,VERB
übermütig,VAL,0.4,ADV
eifersüchtig,VAL,-0.4,ADV
jeopardy,VAL,-0.4,VERB
jesus,VAL,0.2,PROPN
Juwel,VAL,0.2,NOUN
verbinden,VAL,0.2,VERB
Witz,VAL,0.4,NOUN
jovial,VAL,0.4,ADV
Freude,VAL,0.6,NOUN
freudig,VAL,0.6,ADV
nervös,VAL,-0.2,ADV
rechtfertigen,VAL,0.4,VERB
töten,VAL,-0.6,VERB
Töten,VAL,-0.6,NOUN
Kind,VAL,0.4,NOUN
küssen,VAL,0.4,VERB
kudos,VAL,0.6,PROPN
fehlen,VAL,-0.4,VERB
zurückbleiben,VAL,-0.2,VERB
lahm,VAL,-0.4,ADV
Wahrzeichen,VAL,0.4,NOUN
lachen,VAL,0.2,VERB
starten,VAL,0.2,VERB
Gesetzl,VAL,0.6,PROPN
Rechtsstreit,VAL,-0.4,NOUN
Rechtsstreitigkeiten,VAL,-0.4,NOUN
faulen,VAL,-0.2,ADV
durchgesickert,VAL,-0.2,VERB
verlassen,VAL,-0.2,VERB
legal,VAL,0.2,ADV
nachsichtig,VAL,0.2,ADV
lethargisch,VAL,-0.4,ADV
Lethargie,VAL,-0.4,NOUN
Lügner,VAL,-0.6,NOUN
verleumderisch,VAL,-0.4,ADV
lügen,VAL,-0.4,VERB
Lebensretter,VAL,0.8,NOUN
Unbeschwert,VAL,0.2,ADV
wie,VAL,0.4,ADP
mögen,VAL,0.4,VERB
Einschränkung,VAL,-0.2,NOUN
begrenzen,VAL,-0.2,VERB
Grenze,VAL,-0.2,NOUN
streitig,VAL,-0.4,ADV
lmao,VAL,0.8,PROPN
lmfao,VAL,0.8,PROPN
Lobbyismus,VAL,-0.4,NOUN
Lobbyarbeit,VAL,-0.4,NOUN
lol,VAL,0.6,NOUN
einsam,VAL,-0.4,ADV
Sehnsucht,VAL,-0.2,NOUN
loom,VAL,-0.2,PROPN
loomed,VAL,-0.2,DET
looming,VAL,-0.2,X
baumeln,VAL,-0.2,VERB
lose,VAL,-0.6,ADJ
verlieren,VAL,-0.6,VERB
Verlierer,VAL,-0.6,NOUN
Verlust,VAL,-0.6,NOUN
liebenswert,VAL,0.6,ADV
lieblich,VAL,0.6,ADV
liebevoll,VAL,0.4,ADV
niedrig,VAL,-0.2,ADJ
Loyalität,VAL,0.6,NOUN
lauern,VAL,-0.2,VERB
erfinden,VAL,-0.2,VERB
Wahnsinn,VAL,-0.6,NOUN
obligatorisch,VAL,-0.2,ADV
manipulieren,VAL,-0.2,VERB
Manipulation,VAL,-0.2,NOUN
Wunderbar,VAL,0.6,ADV
wundervoll,VAL,0.6,ADV
Meisterwerk,VAL,0.8,NOUN
Meisterwerke,VAL,0.8,NOUN
Sache,VAL,0.2,NOUN
Angelegenheit,VAL,0.2,NOUN
ausreifen,VAL,0.4,ADV
sinnvoll,VAL,0.4,ADV
bedeutungslos,VAL,0.4,ADV
Medaille,VAL,0.6,NOUN
Mittelmäßigkeit,VAL,-0.6,NOUN
meditativ,VAL,0.2,ADV
melancholisch,VAL,-0.4,ADV
Bedrohung,VAL,-0.4,NOUN
Barmherzigkeit,VAL,0.4,NOUN
Fröhlich,VAL,0.6,PROPN
Durcheinander,VAL,-0.4,NOUN
verpfuschen,VAL,-0.4,VERB
methodisch,VAL,0.4,ADV
gedankenlos,VAL,-0.4,ADV
wund,VAL,0.8,NOUN
Fröhlichkeit,VAL,0.6,NOUN
Unfug,VAL,-0.2,NOUN
Unglück,VAL,-0.4,NOUN
Fehlinformation,VAL,-0.4,NOUN
fehlinformiert,VAL,-0.4,VERB
fehlinterpretiert,VAL,-0.4,VERB
irreführen,VAL,-0.6,ADV
Fehldarstellung,VAL,-0.4,NOUN
Falschdarstellung,VAL,-0.4,NOUN
verfehlen,VAL,-0.4,VERB
Irrtum,VAL,-0.4,NOUN
verwechseln,VAL,-0.4,VERB
missverstehen,VAL,-0.4,VERB
missversteht,VAL,-0.4,VERB
missverstanden,VAL,-0.4,VERB
stöhnen,VAL,-0.4,VERB
verspotten,VAL,-0.4,VERB
spotten,VAL,-0.4,VERB
verhöhnen,VAL,-0.4,VERB
monopolisieren,VAL,-0.4,VERB
launisch,VAL,-0.2,ADV
motivieren,VAL,0.2,VERB
Mord,VAL,-0.4,NOUN
Mörder,VAL,-0.4,NOUN
mörderisch,VAL,-0.6,ADV
morden,VAL,-0.4,VERB
Mythos,VAL,-0.2,NOUN
n00b,VAL,-0.4,NOUN
naiv,VAL,-0.4,ADV
natürlich,VAL,0.2,ADV
bedürftig,VAL,-0.4,ADV
negativ,VAL,-0.4,ADV
Negativität,VAL,-0.4,NOUN
Vernachlässigung,VAL,-0.4,NOUN
vernachlässigen,VAL,-0.4,VERB
nett,VAL,0.6,ADV
raffinieren,VAL,0.4,ADV
Nigger,VAL,-1.0,NOUN
Neger,VAL,-1.0,NOUN
nein,VAL,-0.2,PART
edel,VAL,0.4,ADV
lärmen,VAL,-0.2,ADV
Neuling,VAL,-0.4,NOUN
berüchtigt,VAL,-0.4,ADV
neuartig,VAL,0.4,ADV
gefühllos,VAL,-0.2,ADV
auslöschen,VAL,-0.4,VERB
ausradieren,VAL,-0.4,VERB
widerwärtig,VAL,-0.6,ADV
obszön,VAL,-0.4,ADV
besitzen,VAL,0.4,VERB
veralten,VAL,-0.4,VERB
Hindernis,VAL,-0.4,NOUN
eigensinnig,VAL,-0.4,ADV
seltsam,VAL,-0.4,ADV
Beleidiger,VAL,-0.4,NOUN
offline,VAL,-0.2,ADV
oks,VAL,0.4,PROPN
unheilvoll,VAL,0.6,ADV
Gelegenheit,VAL,0.4,NOUN
unterdrücken,VAL,-0.4,VERB
bedrücken,VAL,-0.4,ADV
Optimismus,VAL,0.4,NOUN
optimistisch,VAL,0.4,ADV
optionslos,VAL,-0.4,ADV
Aufschrei,VAL,-0.4,NOUN
ausmanövriert,VAL,-0.4,VERB
empören,VAL,-0.6,ADV
aufsuchen,VAL,0.4,ADV
überragen,VAL,1.0,ADV
überglücklich,VAL,0.8,ADV
überlasten,VAL,-0.2,VERB
übersehen,VAL,-0.2,VERB
überreagiert,VAL,-0.4,VERB
Überreaktion,VAL,-0.4,NOUN
überverkauft,VAL,-0.4,VERB
Überverkaufen,VAL,-0.4,NOUN
Übervereinfachung,VAL,-0.4,NOUN
übervereinfacht,VAL,-0.4,VERB
Übertreibung,VAL,-0.4,NOUN
übergewichtig,VAL,-0.2,ADV
Oxymoron,VAL,-0.2,NOUN
Panik,VAL,-0.6,NOUN
Paradies,VAL,0.6,NOUN
Paradox,VAL,-0.2,NOUN
begnadigen,VAL,0.4,VERB
Begnadigung,VAL,0.4,NOUN
Parley,VAL,-0.2,PROPN
passiv,VAL,-0.2,ADV
erbärmlich,VAL,-0.4,ADV
zahlen,VAL,-0.2,VERB
friedlich,VAL,0.4,ADV
Strafe,VAL,-0.4,NOUN
nachdenklich,VAL,-0.2,ADV
perfekt,VAL,0.6,ADV
perfektionieren,VAL,0.4,VERB
Gefährdung,VAL,-0.4,NOUN
Meineid,VAL,-0.6,NOUN
Verursacher,VAL,-0.4,NOUN
perplex,VAL,-0.4,ADV
Pessimismus,VAL,-0.4,NOUN
pessimistisch,VAL,-0.4,ADV
versteinern,VAL,-0.4,VERB
phobisch,VAL,-0.4,ADV
malerisch,VAL,0.4,ADV
Anhäufung,VAL,-0.2,NOUN
pikiert,VAL,-0.4,VERB
angepisst,VAL,-0.8,ADV
besaufen,VAL,-0.8,ADV
pissen,VAL,-0.6,ADV
bemitleiden,VAL,-0.2,VERB
spielerisch,VAL,0.4,ADV
angenehm,VAL,0.6,ADV
Vergnügen,VAL,0.6,NOUN
Gelassenheit,VAL,-0.4,NOUN
vergiften,VAL,-0.4,VERB
verschmutzen,VAL,-0.4,VERB
Verschmutzer,VAL,-0.4,NOUN
arm,VAL,-0.4,ADV
belieben,VAL,0.6,ADV
positiv,VAL,0.4,ADV
besitzergreifend,VAL,-0.4,ADV
verschieben,VAL,-0.2,VERB
Armut,VAL,-0.2,NOUN
mächtig,VAL,0.4,ADV
machtlos,VAL,-0.4,ADV
beten,VAL,0.2,VERB
prblm,VAL,-0.4,PROPN
prblms,VAL,-0.4,PROPN
vorbereiten,VAL,0.2,VERB
Druck,VAL,-0.2,NOUN
drängen,VAL,-0.4,VERB
ziemlich,VAL,-0.2,ADV
verhindern,VAL,-0.2,VERB
Gefängnis,VAL,-0.4,NOUN
Gefangener,VAL,-0.4,NOUN
Gefangene,VAL,-0.4,NOUN
privilegiert,VAL,0.4,VERB
proaktiv,VAL,0.4,ADV
Problem,VAL,-0.4,NOUN
Profiteur,VAL,-0.4,NOUN
Fortschritt,VAL,0.4,NOUN
herausragend,VAL,0.4,ADV
Versprechen,VAL,0.2,NOUN
versprechen,VAL,0.2,VERB
fördern,VAL,0.2,VERB
befördern,VAL,0.2,VERB
Propaganda,VAL,-0.4,NOUN
Strafverfolgung,VAL,-0.2,NOUN
Aussicht,VAL,0.2,NOUN
wohlhabend,VAL,0.6,ADV
schützen,VAL,0.2,VERB
protestieren,VAL,-0.4,VERB
Protest,VAL,-0.4,NOUN
stolz,VAL,0.4,ADV
Stolz,VAL,0.4,NOUN
provozieren,VAL,-0.2,VERB
pseudowissenschaftlich,VAL,-0.6,ADV
bestrafen,VAL,-0.4,VERB
strafen,VAL,-0.4,ADV
aufdringlich,VAL,-0.2,ADV
beben,VAL,-0.4,ADV
fragwürdig,VAL,-0.4,ADV
fragen,VAL,-0.2,ADV
rassistisch,VAL,-0.6,ADV
Rassisten,VAL,-0.6,NOUN
regnerisch,VAL,-0.2,ADV
schimpfen,VAL,-0.6,VERB
Schimpfer,VAL,-0.6,NOUN
Schimpfwörter,VAL,-0.6,NOUN
Vergewaltiger,VAL,-0.8,NOUN
Vergewaltigung,VAL,0.4,NOUN
verzückt,VAL,0.4,VERB
überstürzen,VAL,-0.4,VERB
ratifizieren,VAL,0.4,VERB
erreichen,VAL,0.2,VERB
Rebellion,VAL,-0.4,NOUN
Rezession,VAL,-0.4,NOUN
empfehlen,VAL,0.4,VERB
erlösen,VAL,0.4,VERB
bedauern,VAL,-0.4,VERB
frohlockt,VAL,0.8,VERB
entspannen,VAL,0.4,ADV
unnachgiebig,VAL,-0.2,ADV
erleichtern,VAL,0.4,ADV
bemerkenswert,VAL,0.4,ADV
Gewissensbisse,VAL,-0.4,NOUN
abwehren,VAL,-0.2,VERB
retten,VAL,0.4,VERB
zurücktreten,VAL,-0.2,VERB
Rücktritt,VAL,-0.2,NOUN
beschließen,VAL,0.4,VERB
respektieren,VAL,0.4,VERB
verantwortlich,VAL,0.4,ADV
reaktionsschnell,VAL,0.4,ADV
ruhevoll,VAL,0.4,VERB
ruhelos,VAL,-0.4,ADV
wiederherstellen,VAL,0.2,VERB
einschränken,VAL,-0.4,VERB
Rückzug,VAL,-0.2,NOUN
Rache,VAL,-0.4,NOUN
rachsüchtig,VAL,-0.4,ADV
wiederbeleben,VAL,0.4,VERB
reichen,VAL,0.4,ADV
lächerlich,VAL,-0.6,ADV
rigoros,VAL,0.6,ADV
Aufruhr,VAL,-0.4,NOUN
Unruhe,VAL,-0.4,NOUN
Risiko,VAL,-0.4,NOUN
Räuber,VAL,-0.4,NOUN
gewandet,VAL,-0.4,VERB
ausrauben,VAL,-0.4,VERB
rauben,VAL,-0.4,VERB
robust,VAL,0.4,ADV
rofl,VAL,0.8,NOUN
roflcopter,VAL,0.8,ADV
roflmao,VAL,0.8,PROPN
Romantik,VAL,0.4,NOUN
rotfl,VAL,0.8,NOUN
rotflmfao,VAL,0.8,PROPN
rotflol,VAL,0.8,PROPN
ruinieren,VAL,-0.4,VERB
sabotieren,VAL,-0.4,VERB
traurig,VAL,-0.4,ADV
hervorstechen,VAL,0.2,ADV
saftig,VAL,-0.2,ADV
sarkastisch,VAL,-0.4,ADV
zufrieden,VAL,0.4,ADV
betragen,VAL,-0.4,VERB
skandalös,VAL,-0.6,ADV
Skandal,VAL,-0.6,NOUN
Sündenbock,VAL,-0.4,NOUN
skeptisch,VAL,-0.4,ADV
schaufeln,VAL,0.6,VERB
verachten,VAL,-0.4,VERB
schreien,VAL,-0.4,VERB
verkorksen,VAL,-0.6,ADV
Dreckskerl,VAL,-0.8,NOUN
aufrührerisch,VAL,-0.4,ADV
verführen,VAL,-0.2,VERB
selbstbewusst,VAL,0.4,ADV
selbsttäuschend,VAL,-0.4,ADV
selbstsüchtig,VAL,-0.6,ADV
Egoismus,VAL,-0.6,NOUN
strengen,VAL,-0.4,ADV
sexy,VAL,0.6,PROPN
Scham,VAL,-0.4,NOUN
beschämt,VAL,-0.4,ADV
beschämend,VAL,-0.4,ADV
teilen,VAL,0.2,VERB
zerschmettern,VAL,-0.4,VERB
Scheiße,VAL,-0.8,NOUN
Scheißer,VAL,-0.8,NOUN
bescheißen,VAL,-0.6,ADV
schockiert,VAL,-0.4,VERB
schießen,VAL,-0.2,VERB
Kurzsichtigkeit,VAL,-0.4,NOUN
Knappheit,VAL,-0.4,NOUN
Engpässe,VAL,-0.4,NOUN
Spitzmaus,VAL,-0.8,NOUN
seufzen,VAL,-0.4,VERB
Bedeutung,VAL,0.2,NOUN
signifikant,VAL,0.2,ADV
schweigen,VAL,-0.2,ADV
albern,VAL,-0.2,ADV
aufrichtig,VAL,0.4,ADV
Aufrichtigkeit,VAL,0.4,NOUN
sündhaft,VAL,-0.6,ADV
engstirnig,VAL,-0.4,ADV
Skepsis,VAL,-0.4,NOUN
Skeptiker,VAL,-0.4,NOUN
zuschlagen,VAL,-0.4,VERB
Schrägstrich,VAL,-0.4,PROPN
Sklaverei,VAL,-0.6,NOUN
Schlaflosigkeit,VAL,-0.4,NOUN
Slick,VAL,0.4,NOUN
glatt,VAL,0.4,ADV
geschmeidig,VAL,0.4,PROPN
träge,VAL,-0.4,ADV
Schlampe,VAL,-1.0,NOUN
schlau,VAL,0.2,ADV
klügste,VAL,0.4,ADJ
schmieren,VAL,-0.4,VERB
Lächeln,VAL,0.4,NOUN
lächeln,VAL,0.4,VERB
Smog,VAL,-0.4,NOUN
heimtückisch,VAL,-0.2,ADV
brüskieren,VAL,-0.4,VERB
ernüchternd,VAL,0.2,ADV
feierlich,VAL,-0.2,ADV
solidarisch,VAL,0.4,ADV
Solidarität,VAL,0.4,NOUN
Lösung,VAL,0.2,NOUN
lösen,VAL,0.2,VERB
Mistkerl,VAL,-1.0,NOUN
Kummer,VAL,-0.4,PROPN
kummervoll,VAL,-0.4,ADV
Spam,VAL,-0.4,NOUN
Spammer,VAL,-0.6,NOUN
Spamming,VAL,-0.4,NOUN
Funke,VAL,0.2,PROPN
funken,VAL,0.6,VERB
funkeln,VAL,0.6,VERB
spekulativ,VAL,-0.4,ADV
temperamentvoll,VAL,0.4,ADV
geistlos,VAL,-0.4,ADV
boshaft,VAL,-0.4,ADV
prächtig,VAL,0.6,ADV
rüstig,VAL,0.4,ADV
stechen,VAL,-0.4,VERB
stabil,VAL,0.4,ADV
abwürgen,VAL,-0.4,VERB
Hinhalten,VAL,-0.4,NOUN
Durchhaltevermögen,VAL,0.4,NOUN
Ansturm,VAL,-0.4,NOUN
aufschrecken,VAL,-0.4,VERB
verhungern,VAL,-0.4,VERB
aushungern,VAL,-0.4,VERB
hungern,VAL,-0.4,VERB
unerschütterlich,VAL,0.4,ADV
stehlen,VAL,-0.4,VERB
stereotypieren,VAL,-0.4,VERB
stereotypiert,VAL,-0.4,VERB
erstickt,VAL,-0.2,VERB
anregen,VAL,0.2,VERB
stimulieren,VAL,0.2,VERB
geizig,VAL,-0.4,ADV
anhalten,VAL,-0.2,VERB
stoppen,VAL,-0.2,VERB
halten,VAL,-0.2,VERB
dringen,VAL,0.4,VERB
gerade,VAL,0.2,ADV
sonderbar,VAL,-0.2,ADV
erdrosseln,VAL,-0.4,VERB
Stärke,VAL,0.4,NOUN
stärken,VAL,0.4,VERB
gestresst,VAL,-0.4,ADV
Stressor,VAL,-0.4,NOUN
anschlagen,VAL,-0.4,VERB
Streik,VAL,-0.2,NOUN
Streikende,VAL,-0.4,NOUN
stark,VAL,0.4,ADV
Stärkste,VAL,0.4,NOUN
kämpfen,VAL,-0.4,VERB
hartnäckig,VAL,-0.4,ADV
festfahren,VAL,-0.4,ADV
fassungslos,VAL,-0.4,ADV
betäuben,VAL,0.8,VERB
erheblich,VAL,0.2,ADV
substanziell,VAL,0.2,ADV
subversiv,VAL,-0.4,ADV
erfolgreich,VAL,0.4,ADV
ätzen,VAL,-0.6,ADV
leiden,VAL,-0.4,VERB
selbstmörderisch,VAL,-0.4,ADV
Selbstmord,VAL,-0.4,NOUN
verklagen,VAL,-0.4,VERB
schmollen,VAL,-0.4,ADV
Sonnenschein,VAL,0.4,NOUN
super,VAL,0.6,ADV
überlegen,VAL,0.4,VERB
Unterstützer,VAL,0.2,NOUN
überleben,VAL,0.4,VERB
Überlebender,VAL,0.4,NOUN
verdächtig,VAL,-0.2,ADV
verdächtigen,VAL,-0.2,VERB
suspendieren,VAL,-0.2,VERB
schwören,VAL,-0.4,VERB
süßen,VAL,0.4,ADV
flink,VAL,0.4,ADV
zügig,VAL,0.4,ADV
sympathisch,VAL,0.4,ADV
Mitleid,VAL,0.4,NOUN
tard,VAL,-0.4,PROPN
Träne,VAL,-0.4,NOUN
zärtlich,VAL,0.4,ADV
anspannen,VAL,-0.4,ADV
Spannung,VAL,-0.2,NOUN
schrecklich,VAL,-0.6,ADV
fruchtbar,VAL,0.6,ADV
terrorisieren,VAL,-0.6,VERB
danken,VAL,0.4,VERB
dornig,VAL,-0.4,ADV
drohen,VAL,-0.4,VERB
bedrohen,VAL,-0.4,VERB
bedrohlich,VAL,-0.4,ADV
vereiteln,VAL,-0.4,VERB
müde,VAL,-0.4,ADV
Titten,VAL,-0.4,NOUN
tolerant,VAL,-0.4,ADV
zahnlos,VAL,-0.4,ADV
spitzen,VAL,0.4,NOUN
Oberteile,VAL,0.4,NOUN
zerreißen,VAL,-0.4,VERB
foltern,VAL,-0.8,VERB
totalitär,VAL,-0.4,ADV
Totalitarismus,VAL,-0.4,NOUN
toutieren,VAL,-0.4,VERB
anpreisen,VAL,-0.4,VERB
Tragödie,VAL,-0.4,NOUN
tragisch,VAL,-0.4,ADV
beschaulich,VAL,0.4,ADV
Falle,VAL,-0.2,NOUN
fangen,VAL,-0.4,VERB
Trauma,VAL,-0.6,NOUN
traumatisch,VAL,-0.6,ADV
Travestie,VAL,-0.4,NOUN
Verrat,VAL,-0.6,NOUN
verräterisch,VAL,-0.6,ADV
Schatz,VAL,0.4,NOUN
zittern,VAL,-0.4,ADV
austricksen,VAL,-0.4,VERB
Trickserei,VAL,-0.4,NOUN
triumphieren,VAL,0.8,ADV
Mühe,VAL,-0.4,NOUN
wahrhaftig,VAL,0.4,ADV
vertrauen,VAL,0.2,VERB
vertrauenswürdig,VAL,0.4,ADV
Tumor,VAL,-0.4,NOUN
hässlich,VAL,-0.6,ADV
inakzeptabel,VAL,-0.4,ADV
unfassbar,VAL,-0.2,ADV
unvoreingenommen,VAL,0.4,ADV
unklar,VAL,-0.2,ADV
unbehaglich,VAL,-0.4,ADV
unbesorgt,VAL,-0.4,ADV
unbestätigt,VAL,-0.2,VERB
unterschätzen,VAL,-0.2,VERB
untergraben,VAL,-0.4,VERB
unverdient,VAL,-0.4,ADV
unerwünscht,VAL,-0.4,ADV
unruhig,VAL,-0.4,ADV
Arbeitslosigkeit,VAL,-0.4,NOUN
ungleich,VAL,-0.2,ADV
unethisch,VAL,-0.4,ADV
unfair,VAL,-0.4,ADV
unkonzentriert,VAL,-0.4,ADV
unerfüllt,VAL,-0.4,ADV
ungesund,VAL,-0.4,ADV
vereinigen,VAL,0.2,VERB
unbeeindruckt,VAL,-0.4,ADV
unintelligent,VAL,-0.4,ADV
einen,VAL,0.2,VERB
ungerecht,VAL,-0.4,ADV
ungeliebt,VAL,-0.4,ADV
unangepasst,VAL,0.2,ADV
unmotiviert,VAL,-0.4,VERB
unprofessionell,VAL,-0.4,ADV
ungesichert,VAL,-0.4,ADV
ungekünstelt,VAL,-0.4,ADV
unbeständig,VAL,-0.4,ADV
unaufhaltsam,VAL,0.4,ADV
ungestützt,VAL,-0.4,VERB
ungetrübt,VAL,0.4,ADV
unwürdig,VAL,-0.4,ADV
nützlich,VAL,0.4,ADV
Nützlichkeit,VAL,0.4,NOUN
nutzlos,VAL,-0.4,ADV
Unbrauchbarkeit,VAL,-0.4,NOUN
vage,VAL,-0.4,ADV
validieren,VAL,0.2,VERB
validiert,VAL,0.2,VERB
Verdikt,VAL,-0.2,NOUN
Urteil,VAL,-0.2,NOUN
bekräftigen,VAL,0.2,VERB
ärgerlich,VAL,-0.4,ADV
vibrierend,VAL,0.6,ADV
bösartig,VAL,-0.4,ADV
opfern,VAL,-0.6,VERB
viktimisieren,VAL,-0.6,VERB
Opfer,VAL,-0.6,NOUN
wachsam,VAL,0.6,ADV
schändlich,VAL,-0.6,ADV
rehabilitieren,VAL,0.4,VERB
verstoßen,VAL,-0.4,VERB
gewalttätig,VAL,-0.6,ADV
tugendhaft,VAL,0.4,ADV
visionär,VAL,0.2,ADV
Vision,VAL,0.2,NOUN
Vitalität,VAL,0.6,NOUN
Vitamin,VAL,0.2,NOUN
vitriolisch,VAL,-0.6,ADV
wortgewaltig,VAL,-0.2,ADV
Verletzlichkeit,VAL,-0.4,NOUN
verletzlich,VAL,-0.4,ADV
Ausstieg,VAL,-0.4,NOUN
Aussteiger,VAL,-0.4,NOUN
wollen,VAL,0.2,AUX
Krieg,VAL,-0.4,NOUN
Kriegsführung,VAL,-0.4,NOUN
Wärme,VAL,0.2,NOUN
Herzlichkeit,VAL,0.4,NOUN
warnen,VAL,-0.4,VERB
Warnung,VAL,-0.6,NOUN
verschwenden,VAL,-0.2,VERB
schwach,VAL,-0.4,ADV
Schwäche,VAL,-0.4,NOUN
Reichtum,VAL,0.6,NOUN
willkommen,VAL,0.4,ADV
begrüßen,VAL,0.4,VERB
Tünche,VAL,-0.6,PROPN
Hure,VAL,-0.8,NOUN
verrucht,VAL,-0.4,ADV
verwitwet,VAL,-0.2,PROPN
Bereitschaft,VAL,0.4,NOUN
Gewinner,VAL,0.8,NOUN
Gewinn,VAL,0.6,NOUN
wehmütig,VAL,-0.4,ADV
jammervoll,VAL,-0.6,VERB
wunderbar,VAL,0.8,ADV
woo,VAL,0.6,PROPN
woohoo,VAL,0.6,PROPN
wow,VAL,0.8,PROPN
abnutzen,VAL,-0.2,VERB
besorgen,VAL,-0.6,ADV
Sorge,VAL,-0.6,NOUN
wertvoll,VAL,0.4,ADV
wertlos,VAL,-0.4,ADV
würdig,VAL,0.4,ADV
wowow,VAL,0.8,PROPN
wowww,VAL,0.8,PROPN
zornig,VAL,-0.6,ADV
Wrack,VAL,-0.4,NOUN
falsch,VAL,-0.4,ADV
Unrecht,VAL,-0.4,NOUN
wtf,VAL,-0.8,PROPN
ja,VAL,0.2,ADV
jugendlich,VAL,0.4,ADV
eklig,VAL,0.4,ADV
lecker,VAL,0.6,ADV
Eiferer,VAL,-0.4,NOUN
