wordStem,wordClass,valence,arousal
opium,N,-1.1,3
opposition,N,-0.176470588,3.380952381
optik,N,0.55,2.315789474
optimal,A,2.4,2.722222222
optimist,N,2.1,2.823529412
orakel,N,0.7,2.80952381
orchidee,N,1.68,2.09
orden,N,0.35,2.444444444
ordner,N,-0.23,2.05
ordnung,N,0.9,2.894736842
organ,N,0,2.736842105
orgel,N,0.95,2.476190476
orgie,N,0.3,4.222222222
orkan,N,-1,4.2
osten,N,0.5,2.428571429
osterei,N,1.6,2
ostern,N,1.05,2.111111111
ozean,N,1.9,2.722222222
paar,N,1.764705882,1.944444444
paddel,N,0.55,2.59
paket,N,1.05,2.722222222
pakt,N,-0.6,3.571428571
palast,N,1.7,2.611111111
palme,N,1.6,1.764705882
panda,N,1.45,2.64
panik,N,-1.8,4.578947368
panisch,A,-2.1,4.222222222
panne,N,-1.9,3.588235294
panorama,N,1.5,1.888888889
panther,N,1.4,3.222222222
panzer,N,-2.2,4.235294118
papa,N,1.9,2.5
papagei,N,1.55,3.18
pappe,N,-0.05,1.941176471
paprika,N,1,1.91
papst,N,0.2,2.789473684
paradies,N,2.8,2.294117647
paradox,A,-0.4,2.888888889
parasit,N,-1.8,3.764705882
parfum,N,0.9,3.047619048
parfüm,N,1.77,3
paris,N,1.65,2.555555556
park,N,1.941176471,1.833333333
parlament,N,-0.558823529,2.789473684
parole,N,-0.2,3.105263158
partei,N,-0.6,2.619047619
partisan,N,-0.8,2.736842105
partner,N,2.1,2.5
party,N,2.1,3.705882353
passion,N,0.9,3.105263158
passiv,A,-1.1,1.526315789
paste,N,-0.15,1.944444444
pastor,N,-0.65,2.19047619
pater,N,-0.1,2.166666667
patient,N,-1,2.842105263
pause,N,1.15,1.380952381
pech,N,-2,3.333333333
pedal,N,0.45,2.333333333
pedant,N,-1.05,3.444444444
pegel,N,-0.45,2.5
pein,N,-1.9,3.722222222
peiniger,N,-2.3,4.111111111
peinlich,A,-1.5,3.722222222
peitsche,N,-1,3.666666667
pelz,N,-0.3,2.611111111
pendel,N,0.3,1.894736842
pensum,N,-0.4,2.65
perfekt,A,2.4,3.166666667
perle,N,1.5,2.375
perser,N,0.2,2.7
person,N,0.5,2.055555556
pervers,A,-2.1,3.631578947
pest,N,-2.8,4
pfaffe,N,-1.6,2.333333333
pfanne,N,0.65,1.842105263
pfarrer,N,0.4,2.4375
pfau,N,1.09,2.55
pfeife,N,0.4,2.45
pfeil,N,-1.18,3.1
pferd,N,1.18,3.09
pfiffig,A,1.6,2.444444444
pflaster,N,-0.55,2.91
pflege,N,0.45,2
pflegen,V,0.941176471,2.666666667
pflicht,N,-0.3,2.833333333
pfote,N,0.85,2.714285714
phase,N,0,2.444444444
phonem,N,-0.9,2.052631579
photo,N,1.55,2.529411765
pilger,N,0.15,2.3
pille,N,-0.6,3.523809524
pilot,N,0.6,2.631578947
pilz,N,-0.5,2.73
pinsel,N,0.55,1.966666667
pinzette,N,-0.41,2.41
piranha,N,-1.3,4
pirat,N,-0.2,3.9
piste,N,0.85,2.571428571
pistole,N,-1.5,3.944444444
pizzeria,N,1.4,2.5
plage,N,-2,3.333333333
plagen,V,-1.8,3.3
plagiat,N,-0.8,2.473684211
plakat,N,0.7,2.476190476
plan,N,0.7,2.571428571
planet,N,1.2,2.368421053
planlos,A,-1.7,2.473684211
plantage,N,0.6,2.285714286
planvoll,A,1.2,2.157894737
plappern,V,-0.7,3.2
platin,N,1.3,2.5
platte,N,0.45,2.368421053
platz,N,0.382352941,2.117647059
platzen,V,-0.4,3.566666667
plaudern,V,0.5,2.178571429
pleite,A,-1.9,3.736842105
po,N,0.9,3.684210526
pochen,V,-0.7,2.578947368
poesie,N,1.2,2.277777778
pointe,N,1.5,3.210526316
pokal,N,1,2.722222222
poker,N,0.2,3.222222222
politik,N,-0.882352941,3
polizei,N,-0.2,3.166666667
polizist,N,-0.3,3.588235294
polygam,A,-0.5,2.210526316
pony,N,1.45,2.76
porree,N,-0.18,1.86
portal,N,0.9,2.105263158
porto,N,-0.65,1.789473684
portwein,N,1.1,2.166666667
positiv,A,2.4,2.611111111
potenz,N,1.15,3.631578947
pracht,N,2,3.157894737
prahlen,V,-1.3,3.315789474
praline,N,1.5,2.444444444
pranger,N,-2.1,3.888888889
pranke,N,-0.95,2.714285714
präsident,N,-0.882352941,2.952380952
präsidium,N,-0.941176471,2.157894737
prater,N,0.55,2.523809524
predigen,V,-0.4,2.5
preis,N,0.1,2.611111111
prellung,N,-1.5,3.277777778
premiere,N,0.9,3.19047619
presse,N,-0.4,3.176470588
prima,A,2.7,2.578947368
primitiv,A,-1.4,2.368421053
prinzessin,N,0.970588235,3.473684211
privileg,N,1.1,3
probe,N,0,2.388888889
problem,N,-1.7,3.222222222
produktion,N,0.264705882,2.368421053
professor,N,0.058823529,2.578947368
profi,N,1.4,2.95
profil,N,0.65,2.666666667
profit,N,0.5,3.052631579
prognose,N,0.3,2.882352941
programm,N,0.294117647,2.388888889
promille,N,-0.8,3.380952381
prosten,V,1.1,2.684210526
protest,N,0.088235294,3.666666667
protzen,V,-1.2,3.526315789
prozent,N,-0.088235294,2.277777778
prunk,N,0.6,2.052631579
psyche,N,0.5,3.259259259
psychose,N,-2.1,4.6875
pudel,N,0,1.777777778
puder,N,0.65,1.947368421
pullover,N,1.05,1.82
pulver,N,-0.15,2.842105263
pumpe,N,0.3,2.176470588
punkt,N,0.176470588,1.888888889
puppe,N,0.45,2
purpur,N,1.5,2.65
puste,N,-0.25,2.842105263
putzen,V,-1.4,2.210526316
putzig,A,0.9,2.210526316
quader,N,0.1,1.882352941
qual,N,-2.7,4.111111111
qualität,N,1.647058824,2.277777778
quelle,N,1.5,2.058823529
quote,N,-0.05,2.055555556
rabatt,N,1.35,2.210526316
rabe,N,-0.68,3.09
rache,N,-2.05,4.210526316
rachen,N,-0.9,2.210526316
radar,N,-1.05,2.888888889
radau,N,-1.25,3.611111111
radikale,N,-1.9,3.777777778
rahmen,V,0.176470588,1.842105263
rakete,N,-0.6,3.466666667
rampe,N,0.25,2.722222222
ramsch,N,-0.941176471,2.142857143
rasierer,N,0.23,2.27
rasse,N,-1.25,3.4
rast,N,0.9,1.904761905
rasthaus,N,0.8,2.238095238
rastlos,A,-1.5,3.166666667
ratlos,A,-1.2,2.947368421
ratte,N,-0.95,2.714285714
raub,N,-1.8,3.888888889
raubtier,N,-0.2,3.882352941
rauchen,V,-1.029411765,3.19047619
raucher,N,-0.9,2.894736842
raum,N,0.735294118,2.142857143
raupe,N,-0.15,2.157894737
rausch,N,0,3.473684211
razzia,N,-0.9,3.736842105
realität,N,0.323529412,2.833333333
rebell,N,0.15,4
rechen,N,-0.470588235,2.666666667
rechnen,V,-0.176470588,2.578947368
rechnung,N,-1.6,3.055555556
rede,N,0.235294118,2.625
redner,N,0.5,2.444444444
redselig,A,-0.1,2.5
referat,N,-0.6,3.285714286
reform,N,0.75,3.033333333
regal,N,0.55,2.047619048
regel,N,-0.4,2.5
regen,N,0.323529412,2.055555556
regent,N,0.1,2.9
regentag,N,-0.8,3.333333333
regieren,V,0.3,2.933333333
regierung,N,-0.852941176,2.842105263
regler,N,0.1,2.35
reglos,A,-1.2,2.157894737
regnen,V,-0.1,1.736842105
regung,N,0.75,2.952380952
reiberei,N,-1.4,3.5
reich,A,1.6,2.95
reichen,V,0.617647059,1.789473684
reichtum,N,1.5,3.352941176
reife,N,1.2,1.684210526
reigen,N,1.05,2.105263158
reihe,N,0,1.944444444
reiher,N,0.55,2.095238095
reinfall,N,-1.7,3.277777778
reinheit,N,1.4,2.111111111
reise,N,2.25,3.294117647
reisen,V,2.235294118,3.05
reißen,V,-1.147058824,2.052631579
reiter,N,1,2.555555556
reiz,N,0.4,3.388888889
reizen,V,-0.4,3.8
reizvoll,A,1.6,3.333333333
rekord,N,1.3,3.526315789
rekrut,N,-0.95,2.368421053
rektor,N,-0.9,2.714285714
religion,N,0.5,2.421052632
rennen,V,0.441176471,2.666666667
renner,N,0.55,2.333333333
rente,N,0.25,2.35
republik,N,-0.147058824,2.388888889
retten,V,1.676470588,3.555555556
retter,N,2,3.5625
reue,N,0.1,2.944444444
revier,N,-0.2,2.588235294
revolution,N,0.470588235,4
revolver,N,-2.14,4.14
rheuma,N,-1.9,3
richten,V,-0.852941176,2.761904762
richter,N,-0.823529412,3.523809524
riese,N,0.2,3.052631579
rinde,N,0.35,1.888888889
ring,N,1.411764706,2.777777778
riskant,A,-0.2,3.666666667
ritter,N,0.95,3.047619048
ritze,N,-0.15,2.529411765
rivale,N,-1.5,4.058823529
rivalin,N,-1.4,3.888888889
robbe,N,1.25,1.947368421
robust,A,1.6,2.473684211
rock,N,1,2.77
roggen,N,0.65,1.789473684
rolle,N,0.25,2.111111111
roman,N,1.7,1.888888889
romanze,N,1.7,3.647058824
rose,N,1.5,1.833333333
rosten,V,-1.1,2.55
rotwein,N,1.7,2.5
rubin,N,1.4,2.611111111
rückkehr,N,1.352941176,3.111111111
rücklage,N,0.029411765,2.111111111
rücksicht,N,1.352941176,2.666666667
rudel,N,-0.15,2.277777778
ruder,N,0.4,2.444444444
rufen,V,0.088235294,2.684210526
ruhe,N,1.7,1.666666667
ruhelos,A,-1.4,2.578947368
ruhig,A,0.6,1.631578947
ruhm,N,1.7,2.888888889
ruhmlos,A,-1.4,2.052631579
ruin,N,-2.3,4.125
ruine,N,-0.3,2.55
rummel,N,0.3,3.421052632
rumoren,V,-0.9,2.684210526
runde,N,0.3,1.842105263
russe,N,0.05,3.055555556
rüssel,N,0.64,2.41
rutsche,N,1.18,3.32
rutschig,A,-1.3,3.052631579
sabbern,V,-1.3,2.684210526
sabotage,N,-2,3.722222222
saboteur,N,-2.1,4.055555556
sache,N,0.25,2.157894737
sachlich,A,0.6,1.526315789
sadismus,N,-2.4,4.111111111
safari,N,1.2,3.157894737
saftig,A,1.1,2.526315789
säge,N,-1.09,2.95
sagen,V,0.676470588,2.210526316
sahne,N,1.2,2
salat,N,1.35,1.666666667
salbe,N,0.9,2.210526316
salzig,A,-0.1,3
samstag,N,1.2,2.333333333
sand,N,1.676470588,1.666666667
sandale,N,0.23,2.05
sandwich,N,1.2,2.166666667
sanft,A,1.3,1.8
sanktion,N,-1.4,3.222222222
saphir,N,1.5,3.1
sarg,N,-2.3,4
satan,N,-2.2,4.25
satire,N,0.5,3.380952381
satt,A,1.4,2.105263158
satz,N,0.264705882,1.888888889
sauber,A,1.5,2.055555556
sauer,A,-0.9,3.526315789
saufen,V,-0.9,2.894736842
sauna,N,1.2,2
saxophon,N,1.41,2.86
schabe,N,-1.4,3.263157895
schaden,V,-1.794117647,3.444444444
schaf,N,1.14,1.73
schaffen,N,0.970588235,2.761904762
schaffung,N,1.029411765,2.526315789
schal,N,1.32,2
schale,N,0.65,1.473684211
scham,N,-1.3,3.684210526
schande,N,-1.9,3.764705882
scharf,A,0,4.105263158
schatten,N,-0.352941176,2.444444444
schattig,A,-0.1,2
schatz,N,2.3,3.5
schätzen,V,0.787878788,2.1
schauder,N,-1.5,4.117647059
schauer,N,-1,2.684210526
schaukel,N,1.45,2.86
schaurig,A,-1.3,3.736842105
scheich,N,0,2.388888889
scheiden,V,-2,3.222222222
scheitern,V,-1.941176471,3.678571429
schelm,N,0.8,2.526315789
schelte,N,-1.3,3.444444444
schenken,V,1.852941176,2.964285714
schere,N,0,2.5
scherz,N,1.9,3.25
scherzen,V,1.6,2.833333333
scheu,A,-0.6,1.894736842
scheusal,N,-2.3,3.666666667
schicksal,N,-0.441176471,3.035714286
schieben,V,-0.647058824,2.185185185
schielen,V,-0.9,2.105263158
schießen,V,-2.088235294,3.866666667
schiff,N,0.91,2.64
schikane,N,-1.9,4.058823529
schildern,V,0.294117647,2.166666667
schiller,N,0.9,2.578947368
schimmel,N,-1.1,3.333333333
schimmer,N,0.8,2.421052632
schimpf,N,-1.4,3.166666667
schinden,V,-1.6,3.157894737
schirm,N,0.68,2.36
schlacht,N,-2.2,3.888888889
schlaf,N,1.9,1.105263158
schlafen,V,2,1.642857143
schlaff,A,-1.2,2.315789474
schlag,N,-1.6,3.619047619
schlagen,V,-1.911764706,3.944444444
schlager,N,-0.4,2.444444444
schlampe,N,-1.3,4.055555556
schlapp,A,-1.5,1.736842105
schlau,A,1.6,2.7
schlecht,A,-2.3,3.777777778
schleim,N,-1.4,3.5
schlicht,A,0,1.666666667
schließen,V,-0.617647059,2.333333333
schlimm,A,-1.9,3.666666667
schlinge,N,-1,3.047619048
schloss,N,1.23,2.68
schlucht,N,-0.2,3.555555556
schmerz,N,-1.735294118,4.166666667
schminke,N,1.05,2.36
schmuck,N,1.3,2.555555556
schmutz,N,-1.1,2.888888889
schnaps,N,0,2.944444444
schnecke,N,-0.36,2.24
schnee,N,1.764705882,2.055555556
schock,N,-1.8,4.263157895
schocken,V,-1.4,3.964285714
schonung,N,0.7,1.678571429
schrank,N,0.27,1.77
schraube,N,0,1.86
schreck,N,-1.6,4.166666667
schrei,N,-1.6,4.421052632
schreiben,V,1.470588235,2.571428571
schreien,V,-1.235294118,3.714285714
schrill,A,-0.8,3.526315789
schritt,N,0.911764706,2.315789474
schroff,N,-1.5,3.333333333
schrott,N,-1.2,3
schuft,N,-1.5,3.526315789
schuften,V,-1.2,3.473684211
schuh,N,1,2.05
schuld,N,-1.7,3.571428571
schulden,V,-1.8,3.476190476
schule,N,0.25,2.65
schurke,N,-1.9,3.277777778
schürze,N,-0.64,2.14
schutt,N,-1.2,2.789473684
schütteln,V,-0.529411765,3.214285714
schutz,N,1.7,1.894736842
schützen,V,1.470588235,2.466666667
schwach,A,-1.6,2.611111111
schwäche,N,-0.852941176,2.904761905
schwamm,N,0.14,1.95
schwan,N,1.09,2.32
schwarz,A,0.3,1.947368421
schweben,V,0.8,2.210526316
schweigen,V,-0.264705882,1.733333333
schwein,N,0.59,2.77
schwert,N,-0.82,3.59
schwester,N,1.323529412,1.857142857
schwur,N,0,3.35
see,N,1.823529412,2.142857143
seekrank,A,-2,3.315789474
seele,N,1.8,2.352941176
seenot,N,-2.1,4.058823529
seereise,N,1.5,2.611111111
seerose,N,1.6,1.333333333
segel,N,1.3,1.888888889
segeln,V,1.4,1.833333333
segen,N,1.6,1.55
segnen,V,1.3,1.85
sehen,V,2,2.263157895
seher,N,0.35,2.8
sehne,N,-0.1,2.411764706
sehnen,V,-0.8,3.315789474
seide,N,1.65,1.470588235
seife,N,0.7,1.473684211
seil,N,0.18,2.18
seite,N,0.25,1.888888889
sekt,N,1.2,2.5
sekte,N,-2.2,4.315789474
seltsam,A,-0.3,2.421052632
senat,N,0.1,2.526315789
senken,V,-0.676470588,2
sense,N,-0.9,2.368421053
sensibel,A,0.8,2.368421053
serbe,N,-0.45,3.157894737
sessel,N,1.4,1.777777778
setzen,V,0.235294118,1.952380952
seuche,N,-2.5,4.25
seufzen,V,-1.1,2.473684211
sex,N,2.6,4.333333333
sichel,N,-0.55,2.526315789
sicherheit,N,1.323529412,2.894736842
sichern,V,0.757575758,2.523809524
sicherung,N,0.882352941,2.473684211
sieb,N,0.36,1.82
sieben,V,0.205882353,2.210526316
sieg,N,2.2,3.722222222
siegel,N,0.7,2.476190476
siegen,V,1.117647059,3.473684211
sieger,N,1.75,3.823529412
siesta,N,1.9,1.5
silbe,N,0.15,1.722222222
silber,N,1.45,2.5
silbern,A,1.4,2.421052632
simpel,A,0.4,2.3
sinfonie,N,1.1,2.222222222
singen,V,1.575757576,3.526315789
sinken,V,-1.264705882,3.263157895
sinn,N,1.8,2.166666667
sinnlich,A,1.8,3.222222222
sinnvoll,A,2,1.944444444
sintflut,N,-1.7,4
sippe,N,-0.5,2.444444444
sirup,N,0.85,2.333333333
sitte,N,-0.15,2.555555556
sittsam,A,0.5,1.947368421
situation,N,0.029411765,2.80952381
situiert,A,-0.1,1.944444444
sitzen,V,0.352941176,2
sitzung,N,-0.382352941,2.111111111
skalpell,N,-1.1,3.722222222
skandal,N,-1.3,3.5
skat,N,0,2
skelett,N,-0.3,3.333333333
skepsis,N,-0.7,3.157894737
sklave,N,-2.2,4.315789474
sklavin,N,-1.7,3.944444444
skorpion,N,-0.4,3.222222222
skrupel,N,-0.2,3.277777778
smaragd,N,1.8,2.888888889
snob,N,-1.4,3.111111111
sodom,N,-1.2,3.473684211
sofa,N,1.4,1.611111111
sohle,N,0,1.777777778
sohn,N,1.323529412,2
soldat,N,-1.5,3.875
solist,N,1.25,2.526315789
sollen,V,-1,3
sommer,N,2.5,2.222222222
sonnabend,N,2.088235294,2.904761905
sonne,N,2.6,2.888888889
sonnen,V,2,1.55
sonnig,A,2.4,2.388888889
sonntag,N,1.5,1.882352941
sorge,N,-1.7,3.285714286
sorgen,N,-0.617647059,3.052631579
sorgfalt,N,1.4,2.166666667
sorglos,A,0.3,2.526315789
sorte,N,0.4,2
souvenir,N,1.1,1.888888889
sozialist,N,-0.352941176,3.142857143
spalten,V,-0.7,2.833333333
spannend,A,1.2,3.842105263
spannung,N,0.8,3.285714286
sparen,V,-0.264705882,2.263157895
spargel,N,1.41,2.41
sparsam,A,0.2,2.666666667
spaß,N,2.323529412,3.578947368
spende,N,0.75,2.857142857
spenden,V,1,2.157894737
spesen,N,0.25,2.684210526
spezial,N,0.9,1.894736842
speziell,A,0.7,2.578947368
spicken,V,-0.4,3
spiegel,N,0.86,2.36
spiel,N,1.4,2.388888889
spielen,V,1.705882353,3.052631579
spinne,N,-0.85,3.578947368
spinnen,V,-0.7,2.894736842
spinner,N,-1,3.368421053
spion,N,-0.55,3.666666667
spionage,N,-1.6,3.444444444
spitzel,N,-1.8,4
spontan,A,1.4,3.263157895
sport,N,1.676470588,3.055555556
spott,N,-1.2,3.631578947
sprache,N,1.735294118,2.611111111
sprechen,V,1.205882353,2.523809524
sprengen,V,-0.9,3.684210526
spritze,N,-1.3,3.388888889
spritzig,A,1.6,3.055555556
sprung,N,0.382352941,3.333333333
spucken,V,-1.2,2.894736842
spuk,N,-0.8,2.842105263
spuken,V,-1,3.157894737
spule,N,0.1,2.055555556
spüren,V,1.735294118,2.466666667
spurlos,A,-1,3.105263158
staat,N,-0.529411765,2.894736842
stabil,A,1.4,1.789473684
stachlig,A,-1.1,2.894736842
stamm,N,0.41,1.68
stammeln,V,-1.4,3.166666667
stapeln,V,-0.2,2.277777778
stark,A,1.7,3.578947368
stärke,N,1.794117647,3
stärken,V,1.441176471,2.214285714
starr,A,-0.7,2.315789474
starre,N,-1.3,3.210526316
starren,V,-0.911764706,2.857142857
stau,N,-1.6,3.333333333
staub,N,-1,2.105263158
stauchen,V,-0.6,2.315789474
staunen,V,0.8,3.105263158
steak,N,1.4,2.65
stechen,V,-1.4,3.566666667
steg,N,0.73,2.27
stehen,V,0.205882353,2.105263158
stehlen,V,-2.2,3.611111111
steif,A,-0.7,2.631578947
steigen,V,0.882352941,2
steigern,V,1,2.789473684
steigerung,N,0.911764706,2.857142857
steil,A,-0.7,3.368421053
stein,N,0.23,2
stelle,N,0,2.222222222
stellen,V,-0.264705882,1.857142857
stelze,N,0.18,2.64
stempel,N,-0.05,2
sterben,V,-1.823529412,4.055555556
stereo,N,0.9,2.666666667
steril,A,-0.4,2.4
stern,N,1,2.444444444
steuer,N,-1,2.842105263
stich,N,-0.9,3.619047619
sticheln,V,-1,2.842105263
stiefel,N,0.77,2.23
stier,N,-0.09,3.43
still,A,0.6,1.263157895
stilvoll,A,1.4,2.947368421
stimmung,N,1,2.555555556
stinken,V,-1.9,3.388888889
stoisch,A,0.1,2.444444444
stolpern,V,-1,3.157894737
stolz,N,0.5,3.285714286
storch,N,0.68,2.45
stören,V,-1.647058824,3.428571429
stoßen,V,-0.764705882,1.947368421
stottern,V,-0.6,2.842105263
strafbar,A,-1.7,3.684210526
strafe,N,-2.4,3.761904762
strafen,V,-1.6,3.444444444
straftat,N,-2.2,4
strahlen,V,2.2,2.555555556
strand,N,2.1,1.736842105
strapaze,N,-1.4,3.5
straße,N,0.176470588,2.210526316
strauß,N,1.235294118,2.421052632
strebsam,A,0.9,2.157894737
streich,N,0.1,2.944444444
streichen,V,-0.352941176,2.321428571
streik,N,-0.8,3.80952381
streit,N,-2.2,4.047619048
streng,A,-1.2,3.473684211
strumpf,N,0.45,1.59
stube,N,0.8,1.894736842
studieren,V,1.382352941,2.766666667
stufe,N,0.3,2.15
stuhl,N,0.5,1.82
stumm,A,-0.9,1.526315789
stunde,N,0.25,2.055555556
stur,A,-1.5,3.166666667
sturm,N,-0.1,4.1
sturz,N,-1.6,3.761904762
stürzen,V,-1.617647059,3.357142857
stute,N,0.95,2.333333333
stützen,V,0.882352941,2.047619048
suche,N,0.35,3.1875
suchen,V,-0.058823529,2.761904762
sucht,N,-2.3,4
sumpf,N,-0.8,2.210526316
super,A,2.5,3.35
suppe,N,0.6,2.157894737
symptom,N,-1.2,3.333333333
szene,N,0.25,3.8
tabak,N,0.3,2.722222222
tablett,N,0.23,1.91
tablette,N,-1.32,2.73
tabu,A,-1.3,3.526315789
tadel,N,-1.65,3.470588235
tadellos,A,1.7,2.444444444
tadeln,V,-1.2,3.631578947
tafel,N,0.2,1.882352941
tag,N,0.970588235,2.095238095
tagung,N,-0.558823529,1.894736842
taifun,N,-1.25,3.888888889
taktik,N,0.5,2.722222222
taktvoll,A,1.9,1.833333333
talent,N,2.05,3
taler,N,1.05,2
tampon,N,-0.68,2.23
tandem,N,1,3
tanne,N,1.25,1.6
tante,N,0.8,1.894736842
tanzen,V,1.911764706,3.111111111
tapfer,A,1.7,3.105263158
tarif,N,-0.6,2.428571429
tarnen,V,-0.6,2.466666667
tarnung,N,-0.5,3.222222222
tasche,N,1.27,2.32
tasse,N,0.73,1.82
taste,N,0.35,2.125
tat,N,-0.5,3
tätigkeit,N,0.735294118,2.761904762
tatort,N,-1,3.428571429
tatsache,N,0,2.5
taub,A,-1.7,3.058823529
taube,N,0.75,1.894736842
tauchen,V,0.941176471,2.684210526
taufe,N,0.95,2.421052632
taumel,N,-0.1,3.15
taumeln,V,-1,2.947368421
teddy,N,1.77,1.86
teil,N,0.382352941,1.888888889
teilen,V,1.205882353,2.526315789
teilnahme,N,0.823529412,2.368421053
telefon,N,1.27,2.73
teller,N,0.59,1.59
tempel,N,1,2.222222222
tempo,N,0.4,3.529411765
tendenz,N,0.264705882,2.5
tenor,N,0.85,2.238095238
teppich,N,0.36,1.82
terror,N,-2.25,4.523809524
test,N,-0.3,3
testen,V,-0.2,2.789473684
teuer,A,-1.1,3.4
teufel,N,-1.95,3.476190476
theater,N,0.7,3.736842105
theke,N,0.95,2.523809524
thema,N,0.15,2.222222222
therapie,N,0.2,3.111111111
thriller,N,0.5,3.666666667
thron,N,1,2.736842105
tiefe,N,0.2,3.277777778
tier,N,1.117647059,2.611111111
tiger,N,0.85,3.428571429
tinte,N,0.35,2.058823529
tisch,N,0.5,1.77
titel,N,0.65,1.894736842
toast,N,0.6,2.368421053
toaster,N,0.82,1.68
toben,V,-1.1,3.631578947
tochter,N,1.676470588,2.277777778
tod,N,-2.8,4.055555556
todfeind,N,-2.7,4.529411765
toilette,N,-0.68,2.36
tolerant,A,2,2.333333333
toleranz,N,2.3,2.647058824
toll,A,2,3.055555556
tomate,N,0.95,2.18
ton,N,0.941176471,2.476190476
tonfall,N,0,2.941176471
tonlos,A,-0.8,1.578947368
tonne,N,-0.35,2.210526316
topfit,A,2.3,3.55
torheit,N,-1.3,3.111111111
torkeln,V,-0.6,3
torpedo,N,-1.7,3.5
torte,N,1.6,2.45
tortur,N,-1.65,4.055555556
tot,A,-2.5,4.166666667
tote,N,-2.6,4.176470588
töten,V,-2.705882353,4.433333333
tourist,N,-0.2,2.222222222
toxisch,A,-1.8,3.631578947
tracht,N,-0.6,1.684210526
trachten,V,-1.2,3.263157895
tradition,N,0.176470588,2.421052632
trage,N,-0.45,2.555555556
tragen,V,0.117647059,1.894736842
tragik,N,-1.15,3.684210526
tragisch,A,-2.1,3.833333333
traktor,N,0.27,2.77
trampel,N,-1.2,3
trance,N,-0.1,2.6
träne,N,-0.617647059,3.789473684
traube,N,1.4,1.555555556
trauer,N,-2.1,3.647058824
trauern,V,-2,3.055555556
traum,N,1.5,2
trauma,N,-2.05,4.411764706
traurig,A,-2.1,2.833333333
trauring,N,0,2.888888889
trauung,N,1,2.944444444
treffen,V,1,2.684210526
treffer,N,1.9,3.142857143
treiben,V,-0.088235294,2.785714286
trend,N,0.5,2.666666667
trennen,V,-1.5,3.571428571
trennung,N,-1.7,4.294117647
treppe,N,0.05,2.36
tresor,N,1,2.91
treten,V,-1.117647059,2.631578947
treu,A,2.2,2.333333333
treue,N,2,2.555555556
treulos,A,-2.1,2.421052632
triangel,N,0.27,2.05
trieb,N,0.1,4.105263158
triefen,V,-0.911764706,2.315789474
trinken,V,1.424242424,2.523809524
trist,A,-1.8,2.65
tritt,N,-0.9,2.842105263
triumph,N,2,3.875
trommel,N,0.27,3.23
tropen,N,1.2,2.789473684
tropfen,V,-0.4,2.055555556
tropisch,A,1.2,2.947368421
trost,N,1.4,2.157894737
trostlos,A,-2.1,3.333333333
trotz,N,-0.823529412,3
trotzig,A,-1.1,3.263157895
trug,N,-2,2.833333333
truhe,N,0.85,2.142857143
trunken,A,-0.2,2.888888889
truppe,N,-1.352941176,3.333333333
tugend,N,1.4,2.421052632
tulpe,N,1.55,1.647058824
tumor,N,-2.7,4.5
tumult,N,-1.1,3.95
tunnel,N,-0.7,2.210526316
turban,N,-0.32,2.41
turm,N,0.27,2.64
tuscheln,V,-1.3,3
typhus,N,-2,3.388888889
tyrann,N,-2.6,3.80952381
übel,N,-1.823529412,3.611111111
übelkeit,N,-2,3.210526316
üben,V,0.382352941,2.476190476
überfall,N,-2.1,4
übergeben,V,-0.588235294,2.157894737
übergehen,V,-0.970588235,2.473684211
überlegen,V,0.735294118,2.105263158
übermut,N,-0.1,3.722222222
übernahme,N,-1,2.368421053
übersehen,V,-0.823529412,1.842105263
überwinden,V,0.970588235,2.789473684
überzeugen,V,0.5,2.952380952
uferlos,A,-1.3,2.736842105
uhr,N,0.088235294,1.789473684
umarmen,V,2.2,2.722222222
umbruch,N,0,3.5
umfang,N,0.15,2.35
umringen,V,0,2.777777778
umsatz,N,0.088235294,2.722222222
umsicht,N,1.5,1.764705882
umsonst,A,0.4,1.894736842
umsorgen,V,1.5,2.333333333
umsturz,N,-1,3.095238095
umtrunk,N,1.3,2.777777778
umweg,N,-1.05,3.052631579
unart,N,-1.4,3.055555556
unbefugt,A,-1.2,3.052631579
unbequem,A,-1.6,3.111111111
undank,N,-1.8,3.111111111
unding,N,-1.2,2.777777778
unfair,A,-2,2.947368421
unfall,N,-2.35,4.238095238
unfriede,N,-2.2,3.277777778
unfug,N,-0.2,3.388888889
ungeahnt,A,-0.1,2.833333333
ungeduld,N,-1.1,3.444444444
ungeheuer,N,-1.617647059,3.428571429
ungesund,A,-1.7,2.368421053
ungnade,N,-1.7,3.333333333
unheil,N,-2.15,4.529411765
unkosten,N,-1.7,3
unkraut,N,-1,1.857142857
unlust,N,-1.6,2.705882353
unmensch,N,-2.5,3.941176471
unmut,N,-1.65,3.125
unnahbar,A,-0.6,1.947368421
unrat,N,-1.5,2.588235294
unrecht,N,-2.029411765,4
unruh,N,-1.2,3.578947368
unruhe,N,-1.3,3.421052632
unschuld,N,1,2.555555556
unsinn,N,-1,3.368421053
untat,N,-1.7,3.333333333
untergang,N,-1.852941176,3.866666667
unterton,N,-0.9,2.904761905
untier,N,-1.2,3.5
untreue,N,-2.7,4.285714286
unwesen,N,-1.6,3.277777778
unwetter,N,-1.2,3.777777778
urlaub,N,2.45,2.5625
urlauber,N,1.9,2.375
urne,N,-1.6,2.944444444
urteil,N,-0.15,3.222222222
urwald,N,1.35,2.611111111
vampir,N,-0.5,3.722222222
