wordStem,wordFunction,value,pos
fortsetzen,VAL,0.2843,VERB
fortuna,VAL,0.7333,NOUN
foto,VAL,0.3,NOUN
fracht,VAL,0.1,NOUN
frage,VAL,0.05,NOUN
fragen,VAL,0.2255,VERB
fraktion,VAL,-0.2549,NOUN
frau,VAL,0.4667,NOUN
fräulein,VAL,-0.1176,NOUN
fraulich,VAL,0.5,ADJ
freier,VAL,-0.3667,NOUN
freiheit,VAL,0.9333,NOUN
freitod,VAL,-0.6667,NOUN
freizeit,VAL,0.8,NOUN
freude,VAL,0.9,NOUN
freudig,VAL,0.6333,ADJ
freudlos,VAL,-0.7333,ADJ
freuen,VAL,0.7353,VERB
freund,VAL,0.8529,NOUN
frevel,VAL,-0.5667,NOUN
friede,VAL,0.8,NOUN
frieden,VAL,0.8431,NOUN
friedhof,VAL,-0.5333,NOUN
frist,VAL,-0.4,NOUN
frisur,VAL,0.25,NOUN
froh,VAL,0.6,ADJ
fromm,VAL,0.1333,ADJ
front,VAL,-0.549,NOUN
frosch,VAL,-0.03,NOUN
frühjahr,VAL,0.6765,NOUN
fuchs,VAL,-0.06,NOUN
fühlen,VAL,0.6667,VERB
führer,VAL,-0.7255,NOUN
führung,VAL,-0.1569,NOUN
füllen,VAL,0.1765,VERB
füller,VAL,0.2433,NOUN
fund,VAL,0.3333,NOUN
funke,VAL,0.2167,NOUN
funktionär,VAL,-0.4706,NOUN
furcht,VAL,-0.7333,NOUN
fürchten,VAL,-0.549,VERB
fusion,VAL,0.2667,NOUN
futter,VAL,0.2833,NOUN
gabel,VAL,0.1,NOUN
galgen,VAL,-0.7333,NOUN
galle,VAL,-0.5333,NOUN
ganove,VAL,-0.4667,NOUN
gans,VAL,0.0633,NOUN
garaus,VAL,-0.5833,NOUN
garten,VAL,0.6,NOUN
gas,VAL,-0.4902,NOUN
gast,VAL,0.4706,NOUN
gatte,VAL,0.2333,NOUN
gauner,VAL,-0.45,NOUN
gebein,VAL,-0.3833,NOUN
gebet,VAL,0.25,NOUN
gebiet,VAL,0.0333,NOUN
gebot,VAL,0.0667,NOUN
geburt,VAL,0.6333,NOUN
geburtstag,VAL,0.6373,NOUN
gedanke,VAL,0.5,NOUN
gedenken,VAL,0.1961,VERB
gedicht,VAL,0.2333,NOUN
geduld,VAL,0.6667,NOUN
gefahr,VAL,-0.6,NOUN
gefährden,VAL,-0.549,VERB
gefallen,VAL,0.5098,VERB
gefängnis,VAL,-0.7549,NOUN
gefühl,VAL,0.7353,NOUN
gegend,VAL,0.1,NOUN
gegensatz,VAL,0.0098,NOUN
gegenteil,VAL,-0.0098,NOUN
gegner,VAL,-0.4667,NOUN
gehalt,VAL,0.3667,NOUN
geheim,VAL,-0.2,ADJ
geheimnis,VAL,0.3725,NOUN
gehen,VAL,0.1373,VERB
geheul,VAL,-0.5333,NOUN
gehirn,VAL,0.5,NOUN
gehören,VAL,0.0196,VERB
geier,VAL,-0.1667,NOUN
geige,VAL,0.5,NOUN
geisel,VAL,-0.7333,NOUN
geist,VAL,0.3667,NOUN
geiz,VAL,-0.5333,NOUN
gejammer,VAL,-0.5667,NOUN
gekicher,VAL,0.0,NOUN
gelaunt,VAL,0.0333,ADJ
geld,VAL,0.5333,NOUN
geldgier,VAL,-0.4,NOUN
gelenk,VAL,0.0167,NOUN
geliebte,VAL,0.5,NOUN
gelingen,VAL,0.5588,VERB
gelten,VAL,0.098,VERB
gemein,VAL,-0.6333,ADJ
gemeinde,VAL,0.1471,NOUN
gemetzel,VAL,-0.7667,NOUN
gemse,VAL,0.2333,NOUN
gemüse,VAL,0.44,NOUN
general,VAL,-0.451,NOUN
genial,VAL,0.8,ADJ
genie,VAL,0.6333,NOUN
genießen,VAL,0.7745,VERB
genosse,VAL,-0.2647,NOUN
gerede,VAL,-0.3667,NOUN
gericht,VAL,-0.3131,NOUN
geruch,VAL,0.0,NOUN
gesang,VAL,0.6167,NOUN
geschehen,VAL,0.0882,NOUN
geschenk,VAL,0.7667,NOUN
geschichte,VAL,0.2549,NOUN
geschrei,VAL,-0.5,NOUN
gesetz,VAL,-0.3,NOUN
gesicht,VAL,0.3333,NOUN
gesindel,VAL,-0.4667,NOUN
gespräch,VAL,0.4804,NOUN
gestalten,VAL,0.4706,VERB
gestaltung,VAL,0.3824,NOUN
gestank,VAL,-0.7,NOUN
geste,VAL,0.35,NOUN
gestehen,VAL,-0.0196,VERB
gesund,VAL,0.9,ADJ
gesundheit,VAL,0.6569,NOUN
gewalt,VAL,-0.9,NOUN
geweih,VAL,0.03,NOUN
gewicht,VAL,-0.3235,NOUN
gewinn,VAL,0.7,NOUN
gewinnen,VAL,0.5588,VERB
gewissen,VAL,0.2333,NOUN
gewitter,VAL,0.2,NOUN
ghetto,VAL,-0.5667,NOUN
giebel,VAL,0.0667,NOUN
gierig,VAL,-0.5,ADJ
gift,VAL,-0.8333,NOUN
giftgas,VAL,-1.0,NOUN
gigant,VAL,0.1167,NOUN
giraffe,VAL,0.4533,NOUN
girlande,VAL,0.4533,NOUN
gitarre,VAL,0.6367,NOUN
gitter,VAL,-0.2333,NOUN
glanz,VAL,0.6,NOUN
glas,VAL,0.2133,NOUN
glaube,VAL,0.2667,NOUN
glauben,VAL,0.3627,VERB
globus,VAL,0.2867,NOUN
glocke,VAL,0.2133,NOUN
glück,VAL,0.8725,NOUN
glut,VAL,0.1667,NOUN
gnade,VAL,0.3333,NOUN
gold,VAL,0.4667,NOUN
gott,VAL,0.5,NOUN
grab,VAL,-0.7667,NOUN
granate,VAL,-0.8333,NOUN
grandios,VAL,0.7333,ADJ
gras,VAL,0.2567,NOUN
gratis,VAL,0.5,ADJ
grausam,VAL,-0.7333,ADJ
greifen,VAL,0.0294,VERB
grenze,VAL,-0.0667,NOUN
greuel,VAL,-0.7167,NOUN
grinsen,VAL,0.3,VERB
großmacht,VAL,-0.6176,NOUN
grube,VAL,-0.3167,NOUN
grund,VAL,0.1667,NOUN
gründen,VAL,0.3235,VERB
grundlage,VAL,0.1863,NOUN
grundstück,VAL,0.2549,NOUN
gründung,VAL,0.2353,NOUN
gruppe,VAL,0.1667,NOUN
gruselig,VAL,-0.5,ADJ
gruß,VAL,0.4804,NOUN
gummi,VAL,0.15,NOUN
gurgel,VAL,-0.4833,NOUN
gurke,VAL,0.2667,NOUN
gurt,VAL,0.1667,NOUN
gürtel,VAL,-0.0167,NOUN
gutartig,VAL,0.6667,ADJ
guttun,VAL,0.6667,VERB
habgier,VAL,-0.5667,NOUN
hafen,VAL,0.3833,NOUN
hafer,VAL,0.25,NOUN
haftung,VAL,-0.3,NOUN
hagel,VAL,-0.3667,NOUN
hahn,VAL,0.1367,NOUN
hai,VAL,-0.1667,NOUN
halbtot,VAL,-0.6667,ADJ
halle,VAL,0.0667,NOUN
halunke,VAL,-0.4667,NOUN
hammer,VAL,-0.1067,NOUN
hamster,VAL,0.2867,NOUN
hand,VAL,0.402,NOUN
handikap,VAL,-0.4333,NOUN
hanf,VAL,-0.1,NOUN
hängen,VAL,-0.2745,VERB
hantel,VAL,-0.09,NOUN
harfe,VAL,0.4833,NOUN
harmonie,VAL,0.8333,NOUN
hase,VAL,0.5467,NOUN
hassen,VAL,-0.8333,VERB
haube,VAL,-0.0333,NOUN
haus,VAL,0.4216,NOUN
hausfrau,VAL,0.0,NOUN
haushalt,VAL,-0.0333,NOUN
haustier,VAL,0.4,NOUN
hebel,VAL,0.1167,NOUN
heben,VAL,0.0,VERB
hefe,VAL,0.1067,NOUN
hehlerei,VAL,-0.4667,NOUN
heide,VAL,0.3333,NOUN
heilfroh,VAL,0.7333,ADJ
heilung,VAL,0.8667,NOUN
heimat,VAL,0.5667,NOUN
heimkehr,VAL,0.4,NOUN
heirat,VAL,0.35,NOUN
heiraten,VAL,0.4608,VERB
heißen,VAL,0.2059,VERB
heiter,VAL,0.6,ADJ
heizung,VAL,0.38,NOUN
held,VAL,0.7,NOUN
helfen,VAL,0.6667,VERB
helfer,VAL,0.6333,NOUN
hemd,VAL,0.2267,NOUN
hemmnis,VAL,-0.5667,NOUN
henker,VAL,-0.7833,NOUN
henne,VAL,0.0833,NOUN
herbst,VAL,0.3667,NOUN
herd,VAL,0.3033,NOUN
herde,VAL,0.1167,NOUN
hering,VAL,-0.0167,NOUN
heroisch,VAL,0.2333,ADJ
herr,VAL,-0.098,NOUN
herrschaft,VAL,-0.6471,NOUN
herrschen,VAL,-0.6373,VERB
herstellen,VAL,0.2255,VERB
herz,VAL,0.7667,NOUN
herzlos,VAL,-0.8333,ADJ
hetzen,VAL,-0.4667,VERB
hetzer,VAL,-0.65,NOUN
heucheln,VAL,-0.6333,VERB
heulen,VAL,-0.5667,VERB
hexe,VAL,-0.2333,NOUN
hilfe,VAL,0.4333,NOUN
hilflos,VAL,-0.6,ADJ
himbeere,VAL,0.65,NOUN
himmel,VAL,0.75,NOUN
hinweis,VAL,0.1667,NOUN
hirsch,VAL,0.2267,NOUN
hirse,VAL,0.1333,NOUN
hirte,VAL,0.2833,NOUN
hitze,VAL,-0.25,NOUN
hobby,VAL,0.7333,NOUN
hobel,VAL,0.1,NOUN
hochmut,VAL,-0.4667,NOUN
hochschule,VAL,0.2647,NOUN
hochzeit,VAL,0.3333,NOUN
hocker,VAL,0.0467,NOUN
hoffen,VAL,0.549,VERB
hoffnung,VAL,0.7333,NOUN
höhe,VAL,0.1667,NOUN
höhepunkt,VAL,0.5784,NOUN
holen,VAL,0.0588,VERB
honig,VAL,0.6,NOUN
horde,VAL,-0.4,NOUN
hormon,VAL,0.05,NOUN
hornisse,VAL,-0.62,NOUN
horoskop,VAL,-0.0333,NOUN
horror,VAL,-0.7167,NOUN
hose,VAL,0.2567,NOUN
hotel,VAL,0.3833,NOUN
huhn,VAL,-0.03,NOUN
human,VAL,0.6333,ADJ
hummer,VAL,-0.03,NOUN
humor,VAL,0.7167,NOUN
humorlos,VAL,-0.7,ADJ
hunger,VAL,-0.2,NOUN
hupe,VAL,-0.2733,NOUN
hure,VAL,-0.4333,NOUN
hypnose,VAL,0.0,NOUN
hypothek,VAL,-0.5333,NOUN
ideell,VAL,0.4,ADJ
idiot,VAL,-0.6667,NOUN
idylle,VAL,0.8333,NOUN
igel,VAL,0.2433,NOUN
iglu,VAL,0.2133,NOUN
illegal,VAL,-0.6667,ADJ
imker,VAL,0.3333,NOUN
impfung,VAL,-0.0333,NOUN
import,VAL,0.1833,NOUN
impuls,VAL,0.3333,NOUN
industrie,VAL,-0.2157,NOUN
inferno,VAL,-0.6,NOUN
inhalt,VAL,0.0,NOUN
initiative,VAL,0.4706,NOUN
insekt,VAL,-0.15,NOUN
insel,VAL,0.6833,NOUN
instinkt,VAL,0.2333,NOUN
instrument,VAL,0.3922,NOUN
intensiv,VAL,0.3333,ADJ
interesse,VAL,0.5392,NOUN
intim,VAL,0.4333,ADJ
intrige,VAL,-0.7333,NOUN
irre,VAL,-0.5,ADJ
irrlehre,VAL,-0.5333,NOUN
irrsinn,VAL,-0.7,NOUN
irrtum,VAL,-0.3529,NOUN
islam,VAL,-0.0167,NOUN
jacke,VAL,0.2267,NOUN
japan,VAL,0.0833,NOUN
jauche,VAL,-0.6333,NOUN
jawort,VAL,0.3333,NOUN
jazz,VAL,0.2667,NOUN
job,VAL,0.3667,NOUN
jubel,VAL,0.6667,NOUN
jugend,VAL,0.5167,NOUN
junge,VAL,0.2667,NOUN
jungfrau,VAL,0.1,NOUN
justiz,VAL,0.0333,NOUN
juwel,VAL,0.5,NOUN
kabel,VAL,-0.1,NOUN
käfer,VAL,-0.2267,NOUN
kaffee,VAL,0.4667,NOUN
käfig,VAL,-0.62,NOUN
kakao,VAL,0.55,NOUN
kaktee,VAL,0.09,NOUN
kaktus,VAL,0.1667,NOUN
kalorie,VAL,-0.2667,NOUN
kamel,VAL,0.3667,NOUN
kamera,VAL,0.5,NOUN
kamerad,VAL,0.5,NOUN
kamin,VAL,0.55,NOUN
kamm,VAL,0.0767,NOUN
kammer,VAL,-0.2745,NOUN
kampf,VAL,-0.5333,NOUN
kämpfen,VAL,-0.2157,VERB
kampflos,VAL,-0.2,ADJ
kanal,VAL,-0.2,NOUN
kandidatur,VAL,-0.1176,NOUN
känguruh,VAL,0.3933,NOUN
kanne,VAL,0.2,NOUN
kanon,VAL,0.2333,NOUN
kanone,VAL,-0.59,NOUN
kante,VAL,-0.1667,NOUN
kanzel,VAL,-0.2833,NOUN
kanzler,VAL,-0.3431,NOUN
kappe,VAL,-0.0333,NOUN
karaffe,VAL,0.1367,NOUN
kargheit,VAL,-0.4667,NOUN
karriere,VAL,0.6333,NOUN
karte,VAL,0.2667,NOUN
kartei,VAL,-0.1667,NOUN
karton,VAL,0.0,NOUN
käse,VAL,0.3167,NOUN
kasino,VAL,0.1667,NOUN
kasperl,VAL,0.41,NOUN
kasse,VAL,-0.05,NOUN
kassette,VAL,0.1367,NOUN
kastanie,VAL,0.3033,NOUN
kater,VAL,0.3333,NOUN
katze,VAL,0.4833,NOUN
kauf,VAL,0.1863,NOUN
kaufen,VAL,0.2745,VERB
kegel,VAL,0.1167,NOUN
kehle,VAL,-0.05,NOUN
kehren,VAL,-0.1863,VERB
keks,VAL,0.6367,NOUN
keller,VAL,0.0,NOUN
kennen,VAL,0.3725,VERB
kenntnis,VAL,0.3824,NOUN
kerbe,VAL,-0.0667,NOUN
kerker,VAL,-0.6333,NOUN
kerze,VAL,0.5,NOUN
kette,VAL,0.15,NOUN
ketzer,VAL,-0.4833,NOUN
keule,VAL,-0.4333,NOUN
kichern,VAL,0.2333,VERB
kiefer,VAL,0.2,NOUN
kiesel,VAL,0.1667,NOUN
killer,VAL,-0.8,NOUN
kind,VAL,0.6,NOUN
kiosk,VAL,0.2667,NOUN
kirche,VAL,0.0167,NOUN
kirsche,VAL,0.7267,NOUN
kissen,VAL,0.55,NOUN
kiste,VAL,0.15,NOUN
kitsch,VAL,-0.4,NOUN
klage,VAL,-0.5167,NOUN
klang,VAL,0.4333,NOUN
klären,VAL,0.3529,VERB
klarheit,VAL,0.7333,NOUN
klasse,VAL,0.1569,NOUN
klassik,VAL,0.2333,NOUN
klaue,VAL,-0.4,NOUN
klauen,VAL,-0.6667,VERB
klavier,VAL,0.6367,NOUN
klee,VAL,0.6,NOUN
klette,VAL,-0.3,NOUN
klient,VAL,-0.0667,NOUN
klima,VAL,0.0833,NOUN
klinge,VAL,-0.4333,NOUN
klingel,VAL,0.0467,NOUN
klinik,VAL,-0.3333,NOUN
klinke,VAL,0.0767,NOUN
klippe,VAL,0.0333,NOUN
klischee,VAL,-0.3333,NOUN
kloster,VAL,0.0196,NOUN
klugheit,VAL,0.7667,NOUN
knabe,VAL,0.1833,NOUN
knausern,VAL,-0.4,VERB
knebel,VAL,-0.5167,NOUN
knebeln,VAL,-0.5,VERB
kneipe,VAL,0.4333,NOUN
knochen,VAL,-0.2867,NOUN
knospe,VAL,0.55,NOUN
koalition,VAL,-0.2059,NOUN
kobold,VAL,0.2,NOUN
kobra,VAL,-0.2667,NOUN
koffer,VAL,0.2333,NOUN
kohle,VAL,0.05,NOUN
kohlrabi,VAL,0.03,NOUN
kollaps,VAL,-0.6333,NOUN
kollege,VAL,0.2353,NOUN
kollektiv,VAL,0.0,NOUN
komet,VAL,0.3667,NOUN
komfort,VAL,0.6667,NOUN
komik,VAL,0.4833,NOUN
komisch,VAL,0.2333,ADJ
komitee,VAL,-0.2745,NOUN
komma,VAL,-0.1167,NOUN
kommen,VAL,0.3725,VERB
kommission,VAL,-0.3333,NOUN
kommode,VAL,0.2133,NOUN
kommunist,VAL,-0.2059,NOUN
kompass,VAL,0.2267,NOUN
komplize,VAL,-0.3667,NOUN
komplott,VAL,-0.6333,NOUN
kondom,VAL,0.3033,NOUN
konflikt,VAL,-0.5333,NOUN
konkurrenz,VAL,-0.3529,NOUN
konkurs,VAL,-0.6,NOUN
können,VAL,0.5588,VERB
konsequenz,VAL,-0.1863,NOUN
kontakt,VAL,0.4667,NOUN
konto,VAL,0.1667,NOUN
kontrolle,VAL,-0.3431,NOUN
konzert,VAL,0.598,NOUN
kopflos,VAL,-0.4333,ADJ
kopie,VAL,0.0167,NOUN
koran,VAL,-0.0833,NOUN
korb,VAL,0.1367,NOUN
korrupt,VAL,-0.6333,ADJ
kosmetik,VAL,0.1,NOUN
kosten,VAL,-0.5098,VERB
kraft,VAL,0.4608,NOUN
kraftlos,VAL,-0.5333,ADJ
kralle,VAL,-0.3333,NOUN
krank,VAL,-0.6667,ADJ
krankheit,VAL,-0.5784,NOUN
kranz,VAL,0.2867,NOUN
krawatte,VAL,0.0467,NOUN
kreativ,VAL,0.8667,ADJ
kredit,VAL,-0.4118,NOUN
kreide,VAL,-0.1067,NOUN
kreis,VAL,0.1275,NOUN
kreisel,VAL,0.2267,NOUN
kreuz,VAL,0.1667,NOUN
krieg,VAL,-0.9667,NOUN
kriegen,VAL,-0.1667,VERB
krimi,VAL,0.2,NOUN
krise,VAL,-0.6333,NOUN
kritik,VAL,-0.2667,NOUN
krokodil,VAL,-0.3167,NOUN
krokus,VAL,0.4667,NOUN
krone,VAL,0.3833,NOUN
krücke,VAL,-0.65,NOUN
kruzifix,VAL,0.2,NOUN
kuchen,VAL,0.5333,NOUN
kugel,VAL,0.15,NOUN
kuhle,VAL,-0.0167,NOUN
küken,VAL,0.59,NOUN
kult,VAL,-0.0333,NOUN
kultur,VAL,0.5,NOUN
kummer,VAL,-0.6333,NOUN
kümmern,VAL,0.4412,VERB
kumpan,VAL,0.3833,NOUN
kunde,VAL,0.1167,NOUN
kündigen,VAL,-0.3627,VERB
kunst,VAL,0.6078,NOUN
künstler,VAL,0.598,NOUN
kupfer,VAL,0.1667,NOUN
kuppe,VAL,0.0167,NOUN
kürbis,VAL,0.1667,NOUN
kurort,VAL,0.25,NOUN
kurve,VAL,0.0167,NOUN
küssen,VAL,0.8725,VERB
küste,VAL,0.6667,NOUN
kutsche,VAL,0.4233,NOUN
labil,VAL,-0.5,ADJ
labor,VAL,-0.05,NOUN
lächeln,VAL,0.7647,VERB
lachen,VAL,0.8824,VERB
ladung,VAL,0.05,NOUN
lage,VAL,-0.0196,NOUN
lager,VAL,0.0333,NOUN
laken,VAL,0.15,NOUN
lampe,VAL,0.2833,NOUN
landschaft,VAL,0.6667,NOUN
lanze,VAL,-0.1833,NOUN
larve,VAL,-0.1333,NOUN
last,VAL,-0.5588,NOUN
laster,VAL,-0.35,NOUN
latein,VAL,-0.05,NOUN
laterne,VAL,0.4133,NOUN
laube,VAL,0.4333,NOUN
lauer,VAL,-0.2,NOUN
laufbahn,VAL,0.3333,NOUN
laufen,VAL,0.2549,VERB
lauge,VAL,-0.1333,NOUN
laune,VAL,0.2,NOUN
launisch,VAL,-0.6333,ADJ
laut,VAL,-0.2667,ADJ
lawine,VAL,-0.3333,NOUN
leben,VAL,0.7941,NOUN
lebendig,VAL,0.8333,ADJ
leblos,VAL,-0.7667,ADJ
leder,VAL,0.1667,NOUN
leere,VAL,-0.35,NOUN
legen,VAL,0.0686,VERB
lehre,VAL,0.2167,NOUN
lehrer,VAL,0.0167,NOUN
lehrerin,VAL,-0.0667,NOUN
lehrhaft,VAL,0.1667,ADJ
lehrjahr,VAL,-0.1667,NOUN
lehrling,VAL,-0.0333,NOUN
lehrzeit,VAL,-0.1333,NOUN
leib,VAL,0.2667,NOUN
leiche,VAL,-0.8167,NOUN
leichnam,VAL,-0.8,NOUN
leichte,VAL,0.2667,NOUN
leid,VAL,-0.6667,NOUN
leiden,VAL,-0.6471,VERB
leiern,VAL,-0.4,VERB
leim,VAL,0.0,NOUN
leine,VAL,0.0,NOUN
leinwand,VAL,0.1333,NOUN
leisten,VAL,0.2059,VERB
leistung,VAL,0.6,NOUN
leitbild,VAL,0.1,NOUN
leiter,VAL,0.0833,NOUN
leittier,VAL,-0.0333,NOUN
lektion,VAL,-0.1333,NOUN
lende,VAL,0.2333,NOUN
lenkbar,VAL,0.0,ADJ
lenken,VAL,-0.0098,VERB
lenker,VAL,0.1067,NOUN
lenkrad,VAL,0.1333,NOUN
lenkung,VAL,0.1667,NOUN
lenz,VAL,0.4333,NOUN
leopard,VAL,0.4333,NOUN
lepra,VAL,-0.8,NOUN
lerche,VAL,0.4,NOUN
lernbar,VAL,0.4333,ADJ
lernen,VAL,0.2667,VERB
lesebuch,VAL,0.2,NOUN
leser,VAL,0.4333,NOUN
lesesaal,VAL,0.0,NOUN
lesung,VAL,0.1333,NOUN
letzte,VAL,-0.4,ADJ
leuchte,VAL,0.4333,NOUN
leuchten,VAL,0.6,VERB
leugnen,VAL,-0.5667,VERB
leugnung,VAL,-0.5667,NOUN
leumund,VAL,-0.2,NOUN
leute,VAL,0.25,NOUN
lexikon,VAL,0.1,NOUN
liaison,VAL,0.3333,NOUN
libelle,VAL,0.3667,NOUN
liberal,VAL,0.4333,ADJ
licht,VAL,0.6667,NOUN
lichtung,VAL,0.4333,NOUN
lid,VAL,0.0667,NOUN
lieb,VAL,0.7333,ADJ
liebe,VAL,0.9667,NOUN
liebelei,VAL,0.3,NOUN
lieben,VAL,0.902,VERB
lieblos,VAL,-0.7667,ADJ
liebreiz,VAL,0.5667,NOUN
lied,VAL,0.5333,NOUN
liefern,VAL,0.2,VERB
liege,VAL,0.4333,NOUN
liegen,VAL,0.2745,VERB
lift,VAL,0.1333,NOUN
lilie,VAL,0.3333,NOUN
limit,VAL,-0.2333,NOUN
limonade,VAL,0.4667,NOUN
linde,VAL,0.45,NOUN
lindern,VAL,0.4333,VERB
lineal,VAL,0.1,NOUN
linie,VAL,0.0333,NOUN
linse,VAL,0.1667,NOUN
lippe,VAL,0.5167,NOUN
liquide,VAL,0.3333,ADJ
list,VAL,-0.1667,NOUN
liste,VAL,-0.1167,NOUN
listig,VAL,-0.1333,ADJ
litanei,VAL,-0.1667,NOUN
liter,VAL,0.1667,NOUN
literatur,VAL,0.6176,NOUN
lizenz,VAL,0.0667,NOUN
lob,VAL,0.6667,NOUN
lobby,VAL,0.0667,NOUN
loben,VAL,0.6,VERB
loblied,VAL,0.6667,NOUN
loch,VAL,-0.3,NOUN
locher,VAL,-0.0467,NOUN
locken,VAL,0.0,VERB
lodern,VAL,-0.1,VERB
löffel,VAL,0.1967,NOUN
logik,VAL,0.3833,NOUN
logisch,VAL,0.4,ADJ
lohn,VAL,0.5,NOUN
lorbeer,VAL,0.4667,NOUN
lösen,VAL,0.3529,VERB
lossagen,VAL,-0.1,VERB
losung,VAL,0.0,NOUN
lösung,VAL,0.5098,NOUN
lotse,VAL,0.2167,NOUN
lotterie,VAL,0.1333,NOUN
lotto,VAL,0.0833,NOUN
lotus,VAL,0.4833,NOUN
löwe,VAL,0.12,NOUN
loyal,VAL,0.7,ADJ
luder,VAL,-0.3667,NOUN
luft,VAL,0.7333,NOUN
luftloch,VAL,-0.2,NOUN
luftraum,VAL,0.2,NOUN
lug,VAL,-0.6667,NOUN
lüge,VAL,-0.7059,NOUN
lukrativ,VAL,0.5667,ADJ
lump,VAL,-0.4667,NOUN
lunge,VAL,0.1,NOUN
lupe,VAL,0.0,NOUN
lust,VAL,0.7,NOUN
lustlos,VAL,-0.5,ADJ
lutschen,VAL,0.2,VERB
lutscher,VAL,0.38,NOUN
luxus,VAL,0.5667,NOUN
lynchen,VAL,-0.8667,VERB
lyrik,VAL,0.2333,NOUN
machen,VAL,0.2451,VERB
macher,VAL,0.3667,NOUN
macht,VAL,0.0333,NOUN
machtlos,VAL,-0.6667,ADJ
mädchen,VAL,0.4412,NOUN
madeira,VAL,0.4667,NOUN
madonna,VAL,0.3333,NOUN
mafia,VAL,-0.6,NOUN
magazin,VAL,0.1667,NOUN
magd,VAL,-0.1,NOUN
magen,VAL,0.1667,NOUN
mager,VAL,-0.4,ADJ
magie,VAL,0.25,NOUN
magier,VAL,0.3333,NOUN
magisch,VAL,0.4,ADJ
magma,VAL,0.0,NOUN
magnet,VAL,0.2,NOUN
mahl,VAL,0.3667,NOUN
mahlzeit,VAL,0.4667,NOUN
mahnen,VAL,-0.4333,VERB
mahnmal,VAL,-0.3333,NOUN
mahnung,VAL,-0.4667,NOUN
mai,VAL,0.5667,NOUN
maibaum,VAL,0.2667,NOUN
mais,VAL,0.3,NOUN
makaber,VAL,-0.3667,ADJ
makel,VAL,-0.5,NOUN
makellos,VAL,0.5,ADJ
makler,VAL,-0.1333,NOUN
malaria,VAL,-0.7,NOUN
maler,VAL,0.4667,NOUN
malerei,VAL,0.3333,NOUN
mama,VAL,0.7667,NOUN
manager,VAL,0.2333,NOUN
manege,VAL,0.2,NOUN
mangel,VAL,-0.6333,NOUN
mango,VAL,0.57,NOUN
manie,VAL,-0.4167,NOUN
manko,VAL,-0.35,NOUN
mann,VAL,0.4,NOUN
mannschaft,VAL,0.1275,NOUN
mantel,VAL,0.35,NOUN
manuell,VAL,0.0,ADJ
mappe,VAL,0.1,NOUN
markant,VAL,0.2667,ADJ
marke,VAL,0.0167,NOUN
markt,VAL,0.2667,NOUN
marotte,VAL,-0.2333,NOUN
marter,VAL,-0.7,NOUN
martern,VAL,-0.7333,VERB
marxist,VAL,-0.3,NOUN
masche,VAL,-0.2833,NOUN
maske,VAL,-0.0333,NOUN
massage,VAL,0.7333,NOUN
massaker,VAL,-0.9333,NOUN
masse,VAL,-0.2667,NOUN
massiv,VAL,-0.0333,ADJ
maßnahme,VAL,-0.1765,NOUN
matratze,VAL,0.4,NOUN
matt,VAL,-0.3667,ADJ
matte,VAL,0.05,NOUN
mauer,VAL,-0.1667,NOUN
maul,VAL,-0.3667,NOUN
maulen,VAL,-0.4667,VERB
maulkorb,VAL,-0.5,NOUN
maus,VAL,0.0,NOUN
mausgrau,VAL,-0.4667,ADJ
maximal,VAL,0.4,ADJ
maximum,VAL,0.3333,NOUN
mechanik,VAL,0.1,NOUN
medaille,VAL,0.5333,NOUN
medizin,VAL,0.4667,NOUN
meer,VAL,0.6,NOUN
mehrheit,VAL,0.1667,NOUN
meiden,VAL,-0.3667,VERB
meineid,VAL,-0.6,NOUN
meinen,VAL,0.1863,VERB
meinung,VAL,0.5,NOUN
meise,VAL,0.2,NOUN
meister,VAL,0.3667,NOUN
meistern,VAL,0.5,VERB
melden,VAL,0.0294,VERB
melodie,VAL,0.5667,NOUN
melodram,VAL,-0.3,NOUN
melone,VAL,0.6067,NOUN
menge,VAL,-0.0667,NOUN
mensa,VAL,-0.0167,NOUN
mensch,VAL,0.5333,NOUN
menschheit,VAL,0.3137,NOUN
mentor,VAL,0.3333,NOUN
mephisto,VAL,-0.1333,NOUN
merkmal,VAL,0.0,NOUN
messer,VAL,-0.2,NOUN
metall,VAL,-0.0167,NOUN
meter,VAL,0.05,NOUN
metzger,VAL,-0.1667,NOUN
meute,VAL,-0.4167,NOUN
meuterei,VAL,-0.5333,NOUN
meutern,VAL,-0.6,VERB
mickrig,VAL,-0.3667,ADJ
miene,VAL,0.1833,NOUN
mies,VAL,-0.6667,ADJ
miete,VAL,-0.45,NOUN
mieten,VAL,-0.1333,VERB
mieter,VAL,-0.1,NOUN
mietzins,VAL,-0.4,NOUN
mikado,VAL,0.2733,NOUN
mikrofon,VAL,0.1967,NOUN
milch,VAL,0.5,NOUN
milchbar,VAL,0.3667,NOUN
mild,VAL,0.3667,ADJ
milieu,VAL,-0.2667,NOUN
militant,VAL,-0.6667,ADJ
miliz,VAL,-0.65,NOUN
million,VAL,0.5,NOUN
mimik,VAL,0.25,NOUN
mimose,VAL,-0.5,NOUN
minder,VAL,-0.3,VERB
mine,VAL,-0.2333,NOUN
minigolf,VAL,0.1333,NOUN
minimal,VAL,-0.1,ADJ
minimum,VAL,-0.2,NOUN
minirock,VAL,0.4,NOUN
minister,VAL,-0.0333,NOUN
minus,VAL,-0.3333,NOUN
